Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol h?e	vol.depol 532	error vol.depol 	partdepolh?e	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
7.428631	0.073885	0.011083	0.022675	0.003401	0.014979	0.002247	31.543005	6.013681	15.563012	7.396038	426.918945	103.564153	686.361744	342.043218	1.746378	2.746378	2.920125	1.531304	0.598153	0.18306	7.428631	0.007185	0.000719	7.428631	0.059952	0.005995	7167.130371	250.975479	39191.63672	7.428631	0.007144	0.000714	7.428631	0.050708	0.005071	0	0	7.428631	0.095519	0.000014	283.596057	0.037323	2969.009181	592.464761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.428631	0.394665	NaN	-223.468761	0.039535	-566.223318	0	0.003665	0.000688	0.000042
7.436103	0.063378	0.009507	0.028151	0.004223	0.015377	0.002307	15.256735	6.014838	21.967725	7.426133	240.726718	101.541703	780.360081	288.60252	-0.901187	0.098813	2.006152	1.05202	0.872383	0.266986	7.436103	0.007045	0.000705	7.436103	0.054547	0.005455	7174.602051	250.930832	39151.48047	7.436103	0.007168	0.000717	7.436103	0.051412	0.005141	0	0	7.436103	0.104104	0.000016	325.912025	0.037747	3130.6462	593.287085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.436103	0.448557	NaN	-270.035712	0.039633	-602.010232	0	0.003662	0.000687	0.000042
7.443574	0.057738	0.008661	0.030933	0.00464	0.014297	0.002145	8.615454	6.043202	18.965817	7.374982	149.217074	107.032907	613.11926	255.538678	-1.950632	-0.950632	1.542737	0.809006	1.113471	0.340769	7.443574	0.006959	0.000696	7.443574	0.051219	0.005122	7182.073242	250.886185	39111.32422	7.443574	0.007241	0.000724	7.443574	0.05551	0.005551	0	0	7.443574	0.089578	0.000013	365.428003	0.037457	4079.456495	741.146461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.443574	0.479232	NaN	-239.4217	0.039065	-499.594999	0	0.003659	0.000686	0.000042
7.451046	0.075379	0.011307	0.034106	0.005116	0.013641	0.002046	-14.437137	5.734178	11.942195	7.312144	-191.527094	-81.315363	350.153557	220.737001	NaN	NaN	1.96049	1.028075	1.322053	0.404604	7.451046	0.007	0.0007	7.451046	0.05209	0.005209	7189.544922	250.841537	39071.16406	7.451046	0.007155	0.000715	7.451046	0.04864	0.004864	0	0	7.451046	0.078761	0.000012	407.742371	0.036408	5176.973388	903.722341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.451046	0.420119	NaN	-281.3807	0.039145	-669.7638	0	0.003656	0.000686	0.000042
7.458517	0.07328	0.010992	0.035817	0.005372	0.013821	0.002073	-14.860536	5.730062	6.89454	7.226992	-202.790982	-83.902307	192.495606	203.833156	NaN	NaN	1.76967	0.928009	1.373802	0.420441	7.458517	0.007061	0.000706	7.458517	0.053625	0.005362	7197.016113	250.79689	39031.00781	7.458517	0.007143	0.000714	7.458517	0.046653	0.004665	0	0	7.458517	0.077628	0.000012	389.302189	0.036659	5014.991246	888.198153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.458517	0.205087	NaN	-321.614341	0.039553	-1568.182321	0	0.003653	0.000685	0.000041
7.465989	0.0758	0.01137	0.037215	0.005582	0.013396	0.002009	-19.372067	5.780271	19.246066	7.311501	-255.566681	-85.34996	517.165003	211.22938	NaN	NaN	1.758613	0.922211	1.474052	0.451122	7.465989	0.007105	0.000711	7.465989	0.054464	0.005446	7204.487793	250.752243	38990.84766	7.465989	0.007122	0.000712	7.465989	0.044135	0.004413	0	0	7.465989	0.052	0.000008	335.549153	0.037163	6452.858526	1203.184695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.465989	0.277515	NaN	-240.896212	0.038591	-868.047233	0	0.00365	0.000685	0.000041
7.47346	0.06094	0.009141	0.038323	0.005748	0.013807	0.002071	-29.096188	5.818999	28.681103	7.146638	-477.452998	-119.360117	748.403067	217.666434	NaN	NaN	1.146638	0.601294	1.472784	0.450734	7.47346	0.007095	0.000709	7.47346	0.053553	0.005355	7211.958984	250.707596	38950.69141	7.47346	0.00716	0.000716	7.47346	0.045426	0.004543	0	0	7.47346	0.063487	0.00001	281.91649	0.03726	4440.570612	887.755029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.47346	0.082558	NaN	-310.910879	0.039048	-3765.953805	0	0.003647	0.000684	0.000041
7.480932	0.054539	0.008181	0.04104	0.006156	0.013499	0.002025	-5.489671	5.587365	50.773589	7.377073	-100.655385	-103.553244	1237.177145	258.360404	NaN	NaN	0.702988	0.368645	1.60419	0.490949	7.480932	0.007054	0.000705	7.480932	0.051747	0.005175	7219.430664	250.662949	38910.53125	7.480932	0.007139	0.000714	7.480932	0.043342	0.004334	0	0	7.480932	0.068421	0.00001	263.480455	0.037171	3850.853698	792.965147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.480932	-0.017777	NaN	-310.157243	0.039004	17446.79425	0	0.003644	0.000684	0.000041
7.488403	0.044032	0.006605	0.044779	0.006717	0.01366	0.002049	-11.188745	5.654545	43.01771	7.338673	-254.104675	-133.95604	960.677319	218.230677	NaN	NaN	-0.041558	-0.021793	1.712902	0.52422	7.488403	0.0071	0.00071	7.488403	0.052742	0.005274	7226.901855	250.618301	38870.375	7.488403	0.007248	0.000725	7.488403	0.049121	0.004912	0	0	7.488403	0.056551	0.000008	269.418155	0.037131	4764.160801	970.459412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.488403	0.156078	NaN	-309.40163	0.038971	-1982.350186	0	0.00364	0.000683	0.000041
7.495875	0.059002	0.00885	0.042972	0.006446	0.01545	0.002317	7.281961	5.750488	46.570035	7.359992	123.419565	99.205798	1083.719894	236.134267	-4.586994	-3.586994	0.783654	0.410946	1.475837	0.451668	7.495875	0.007212	0.000721	7.495875	0.055767	0.005577	7234.373535	250.573654	38830.21484	7.495875	0.007258	0.000726	7.495875	0.048698	0.00487	0	0	7.495875	0.056655	0.000008	311.273726	0.036854	5494.194133	1049.927522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.495875	0.037336	NaN	-327.377742	0.039094	-8768.508627	0	0.003637	0.000682	0.000041
7.503346	0.059722	0.008958	0.040148	0.006022	0.015018	0.002253	-1.619408	5.792937	46.434321	7.354939	-27.115812	-97.083751	1156.586307	252.30767	NaN	NaN	0.981725	0.514814	1.418673	0.434173	7.503346	0.007318	0.000732	7.503346	0.058417	0.005842	7241.844727	250.529007	38790.05859	7.503346	0.007278	0.000728	7.503346	0.04902	0.004902	0	0	7.503346	0.036665	0.000005	291.817074	0.037092	7959.009986	1564.843713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.503346	0.005721	NaN	-379.446845	0.038699	-66329.82495	0	0.003634	0.000682	0.000041
7.510818	0.085792	0.012869	0.0398	0.00597	0.015172	0.002276	5.987801	5.790171	54.477239	7.356381	69.794686	68.298243	1368.77802	276.258218	-5.458389	-4.458389	1.898661	0.995652	1.391359	0.425814	7.510818	0.007512	0.000751	7.510818	0.063736	0.006374	7249.316406	250.48436	38749.90234	7.510818	0.007313	0.000731	7.510818	0.050385	0.005039	0	0	7.510818	0.038432	0.000006	274.113754	0.0373	7132.493051	1444.505305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.510818	-0.010417	NaN	-526.363868	0.037353	50527.77016	0	0.003631	0.000681	0.000041
7.518289	0.089176	0.013376	0.040463	0.006069	0.01561	0.002341	11.407111	5.761592	59.305136	7.383097	127.916429	67.397958	1465.665277	285.705504	-4.075041	-3.075041	1.953469	1.024393	1.374164	0.420552	7.518289	0.007587	0.000759	7.518289	0.065239	0.006524	7256.788086	250.439713	38709.74219	7.518289	0.007211	0.000721	7.518289	0.044069	0.004407	0	0	7.518289	0.03738	0.000006	158.554391	0.03727	4241.6651	1182.751763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.518289	-0.101226	NaN	-561.796229	0.037078	5549.924473	0	0.003628	0.000681	0.000041
7.52576	0.110165	0.016525	0.039807	0.005971	0.016089	0.002413	11.285547	5.754518	78.960581	7.084733	102.442519	54.448906	1983.600291	346.707933	-4.809153	-3.809153	2.516382	1.319583	1.306893	0.399964	7.52576	0.007609	0.000761	7.52576	0.0655	0.00655	7264.259277	250.395065	38669.58594	7.52576	0.007171	0.000717	7.52576	0.041301	0.00413	0	0	7.52576	0.046931	0.000007	139.838499	0.037155	2979.652476	909.145047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.52576	-0.156787	NaN	-537.997224	0.037017	3431.392984	0	0.003625	0.00068	0.000041
7.533232	0.11547	0.01732	0.038969	0.005845	0.016828	0.002524	11.092445	5.747467	58.423778	7.220521	96.063627	51.818434	1499.227991	291.383656	-4.107177	-3.107177	2.685209	1.408115	1.211511	0.370773	7.533232	0.00774	0.000774	7.533232	0.06907	0.006907	7271.730957	250.350418	38629.42578	7.533232	0.007231	0.000723	7.533232	0.043913	0.004391	0	0	7.533232	0.057671	0.000009	245.503117	0.037522	4256.985291	911.617177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.533232	-0.121986	NaN	-537.384714	0.036978	4405.289828	0	0.003622	0.000679	0.000041
7.540703	0.128105	0.019216	0.039727	0.005959	0.016051	0.002408	18.646745	5.809051	58.879707	7.211946	145.558499	50.328724	1482.117918	287.021791	-2.842403	-1.842403	2.894314	1.517769	1.307482	0.400144	7.540703	0.007706	0.000771	7.540703	0.067521	0.006752	7279.202148	250.305771	38589.26953	7.540703	0.00719	0.000719	7.540703	0.041237	0.004124	0	0	7.540703	0.045567	0.000007	349.17634	0.037765	7662.914094	1417.062159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.540703	-0.00174	NaN	-511.915722	0.037141	294263.2264	0	0.003619	0.000679	0.000041
7.548175	0.117593	0.017639	0.037606	0.005641	0.015007	0.002251	22.031579	5.780099	47.164195	7.275291	187.354315	56.620148	1254.154306	269.8457	-1.881607	-0.881607	2.818256	1.477885	1.325319	0.405603	7.548175	0.007747	0.000775	7.548175	0.068206	0.006821	7286.673828	250.261124	38549.10938	7.548175	0.007285	0.000729	7.548175	0.045714	0.004571	0	0	7.548175	0.048491	0.000007	387.461329	0.038102	7990.368751	1433.153766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.548175	-0.020419	NaN	-486.44629	0.037064	23823.10191	0	0.003615	0.000678	0.000041
7.555646	0.140575	0.021086	0.033948	0.005092	0.01482	0.002223	10.4593	5.63309	42.158484	7.32529	74.403456	41.596806	1241.853139	285.061832	-3.445874	-2.445874	3.512541	1.841966	1.195804	0.365966	7.555646	0.007659	0.000766	7.555646	0.065008	0.006501	7294.14502	250.216476	38508.95313	7.555646	0.007265	0.000726	7.555646	0.044219	0.004422	0	0	7.555646	0.060114	0.000009	422.389493	0.038389	7026.438237	1232.33768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.555646	0.044281	NaN	-578.126726	0.037135	-13055.77312	0	0.003612	0.000678	0.000041
7.563118	0.118231	0.017735	0.033107	0.004966	0.014248	0.002137	12.158333	5.602823	46.771841	7.253962	102.835448	49.836121	1412.762531	304.821927	-3.330485	-2.330485	3.146662	1.6501	1.216372	0.372261	7.563118	0.007686	0.000769	7.563118	0.065394	0.006539	7301.616699	250.171829	38468.79297	7.563118	0.007411	0.000741	7.563118	0.05119	0.005119	0	0	7.563118	0.049798	0.000007	454.320715	0.038128	9123.292102	1568.118694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.563118	0.057203	NaN	-653.533654	0.036964	-11424.88103	0	0.003609	0.000677	0.000041
7.570589	0.108664	0.0163	0.031111	0.004667	0.014031	0.002105	7.26142	5.620337	42.733259	7.320911	66.824757	52.684677	1373.593933	312.773505	-4.381433	-3.381433	3.091794	1.621327	1.148809	0.351584	7.570589	0.00773	0.000773	7.570589	0.066137	0.006614	7309.087891	250.127182	38428.63672	7.570589	0.007453	0.000745	7.570589	0.052691	0.005269	0	0	7.570589	0.03415	0.000005	449.185187	0.038103	13153.42893	2266.653808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.570589	0.124913	NaN	-568.115486	0.038313	-4548.084322	0	0.003606	0.000677	0.000041
7.578061	0.101391	0.015209	0.029119	0.004368	0.01393	0.002089	18.842464	5.727348	38.588159	7.317805	185.838808	62.991257	1325.178968	320.416128	-1.772032	-0.772032	3.084083	1.617284	1.063812	0.325571	7.578061	0.007618	0.000762	7.578061	0.062272	0.006227	7316.55957	250.082535	38388.48047	7.578061	0.00748	0.000748	7.578061	0.053419	0.005342	0	0	7.578061	0.012404	0.000002	320.178387	0.039458	25811.51714	5010.875605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.578061	0.049165	NaN	-620.775599	0.038359	-12626.24436	0	0.003603	0.000676	0.000041
7.585532	0.092721	0.013908	0.029961	0.004494	0.014978	0.002247	21.519822	5.725412	48.825581	7.400603	232.092362	70.886716	1629.634627	347.514163	-2.025285	-1.025285	2.792643	1.464453	1.000285	0.306129	7.585532	0.007673	0.000767	7.585532	0.063271	0.006327	7324.03125	250.037888	38348.32031	7.585532	0.007542	0.000754	7.585532	0.055793	0.005579	0	0	7.585532	-0.002161	0	252.423776	0.038953	-116804.2688	-25136.79458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.585532	0.12999	NaN	-639.343865	0.038059	-4918.408263	0	0.0036	0.000675	0.000041
7.593004	0.090899	0.013635	0.03102	0.004653	0.015	0.00225	22.23645	5.729085	29.205982	7.440902	244.627273	72.930259	941.520978	278.361423	-0.673976	0.326024	2.65773	1.393706	1.04821	0.320796	7.593004	0.007795	0.000779	7.593004	0.066152	0.006615	7331.502441	249.99324	38308.16406	7.593004	0.0076	0.00076	7.593004	0.058207	0.005821	0	0	7.593004	0.024916	0.000004	156.128115	0.037848	6266.059691	1786.260655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.593004	0.091528	NaN	-580.917011	0.038259	-6346.889204	0	0.003597	0.000675	0.000041
7.600475	0.086577	0.012987	0.03109	0.004663	0.014223	0.002133	18.269476	5.74897	49.942568	7.561943	211.020086	73.561357	1606.405034	342.378496	-2.485978	-1.485978	2.531752	1.327643	1.128237	0.345288	7.600475	0.007738	0.000774	7.600475	0.064138	0.006414	7338.974121	249.948593	38268.00391	7.600475	0.007667	0.000767	7.600475	0.061053	0.006105	0	0	7.600475	0.055513	0.000008	118.723883	0.037656	2138.68618	750.360641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.600475	0.1363	NaN	-577.405547	0.03828	-4236.280509	0	0.003594	0.000674	0.000041
7.607947	0.087258	0.013089	0.03337	0.005005	0.014601	0.00219	1.200991	5.73092	59.203607	7.562761	13.763605	65.709993	1774.179216	349.553404	-9.63557	-8.63557	2.376189	1.246066	1.192429	0.364933	7.607947	0.007809	0.000781	7.607947	0.065767	0.006577	7346.445312	249.903946	38227.84766	7.607947	0.007668	0.000767	7.607947	0.060572	0.006057	0	0	7.607947	0.040062	0.000006	105.68938	0.037604	2638.161647	1018.65385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.607947	0.218655	NaN	-523.357755	0.039216	-2393.537391	0	0.00359	0.000674	0.000041
7.615418	0.086456	0.012968	0.032153	0.004823	0.014149	0.002122	5.040533	5.723335	68.083037	7.640392	58.301483	66.774277	2117.47832	396.673847	-6.435231	-5.435231	2.445178	1.282244	1.184276	0.362438	7.615418	0.007788	0.000779	7.615418	0.064848	0.006485	7353.916992	249.859299	38187.6875	7.615418	0.0077	0.00077	7.615418	0.061284	0.006128	0	0	7.615418	0.028787	0.000004	67.256783	0.037993	2336.369009	1365.532936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.615418	0.287513	NaN	-471.161822	0.039322	-1638.752464	0	0.003587	0.000673	0.000041
7.622889	0.078822	0.011823	0.0251	0.003765	0.013538	0.002031	12.240563	5.680007	59.355692	7.845999	155.293336	75.73241	2364.789288	472.799228	-3.902824	-2.902824	2.828833	1.483431	0.890673	0.272583	7.622889	0.007665	0.000767	7.622889	0.061331	0.006133	7361.388184	249.814667	38147.53125	7.622889	0.007641	0.000764	7.622889	0.057551	0.005755	0	0	7.622889	0.019205	0.000003	30.574519	0.038343	1591.983264	2010.694354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.622889	0.305188	NaN	-360.526539	0.04028	-1181.326146	0	0.003584	0.000672	0.000041
7.630361	0.076744	0.011512	0.02706	0.004059	0.012593	0.001889	14.115434	5.689124	61.033895	7.845606	183.930007	79.099206	2255.506821	445.562985	-3.61945	-2.61945	2.57688	1.351308	1.103506	0.337719	7.630361	0.007613	0.000761	7.630361	0.059785	0.005978	7368.859863	249.770004	38107.37109	7.630361	0.00763	0.000763	7.630361	0.056174	0.005617	0	0	7.630361	0.019946	0.000003	57.125212	0.038234	2864.029918	1964.448502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.630361	0.377181	NaN	-191.452223	0.040321	-507.586709	0	0.003581	0.000672	0.000041
7.637832	0.068994	0.010349	0.023577	0.003536	0.011549	0.001732	9.848684	5.680253	58.547419	7.842787	142.747281	85.068688	2483.289895	499.408383	-4.406393	-3.406393	2.654379	1.391948	1.029553	0.315086	7.637832	0.007605	0.00076	7.637832	0.059512	0.005951	7376.331055	249.725372	38067.21484	7.637832	0.007623	0.000762	7.637832	0.054942	0.005494	0	0	7.637832	0.012323	0.000002	47.634748	0.038266	3865.435599	3158.851711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.637832	0.449795	NaN	-235.941788	0.039794	-524.553591	0	0.003578	0.000671	0.000041
7.645304	0.088942	0.013341	0.02513	0.003769	0.012485	0.001873	4.626185	5.684397	33.458848	7.459387	52.013281	64.385453	1331.447981	357.768756	-4.89112	-3.89112	3.124498	1.638477	1.009175	0.30885	7.645304	0.007608	0.000761	7.645304	0.059504	0.00595	7383.802734	249.680725	38027.05859	7.645304	0.007587	0.000759	7.645304	0.052688	0.005269	0	0	7.645304	0.018109	0.000003	137.55911	0.038646	7596.037171	2419.176093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.645304	0.435073	NaN	-282.076042	0.039606	-648.341543	0	0.003575	0.000671	0.000041
7.652775	0.075659	0.011349	0.027064	0.00406	0.012249	0.001837	-4.209922	5.62927	16.520587	7.479432	-55.643689	-74.870289	610.425468	291.133965	NaN	NaN	2.541308	1.332654	1.143705	0.350021	7.652775	0.007451	0.000745	7.652775	0.055248	0.005525	7391.274414	249.636063	37986.89844	7.652775	0.007664	0.000766	7.652775	0.055549	0.005555	0	0	7.652775	0.012261	0.000002	163.168292	0.038512	13307.80037	3721.627062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.652775	0.418159	NaN	-211.453619	0.040365	-505.677431	0	0.003572	0.00067	0.000041
7.660247	0.09043	0.013564	0.025617	0.003842	0.012192	0.001829	10.259345	5.879807	39.098184	7.413709	113.451145	67.210907	1526.280368	369.015612	-3.307298	-2.307298	3.118046	1.635094	1.0712	0.327832	7.660247	0.007416	0.000742	7.660247	0.054347	0.005435	7398.745605	249.591431	37946.74219	7.660247	0.007714	0.000771	7.660247	0.057524	0.005752	0	0	7.660247	-0.007308	0.000001	188.774922	0.038371	-25832.24296	-6525.695884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.660247	0.343785	NaN	-166.906004	0.040309	-485.495363	0	0.003569	0.00067	0.000041
7.667718	0.083469	0.01252	0.02732	0.004098	0.013099	0.001965	11.987399	5.865077	33.308387	7.432818	143.615269	73.494726	1219.213739	327.822548	-2.5263	-1.5263	2.760938	1.447827	1.060504	0.324559	7.667718	0.007493	0.000749	7.667718	0.056621	0.005662	7406.217285	249.546783	37906.58203	7.667718	0.007541	0.000754	7.667718	0.049628	0.004963	0	0	7.667718	0.017834	0.000003	277.25304	0.038617	15546.09164	3182.218746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.667718	0.284733	NaN	-216.379972	0.040145	-759.93963	0	0.003565	0.000669	0.00004
7.67519	0.070564	0.010585	0.027602	0.00414	0.013471	0.002021	-6.946275	5.911111	30.064237	7.441057	-98.439698	-85.061215	1089.212873	315.230437	NaN	NaN	2.320336	1.216777	1.03491	0.316726	7.67519	0.007455	0.000746	7.67519	0.055543	0.005554	7413.688477	249.502136	37866.42578	7.67519	0.00747	0.000747	7.67519	0.046265	0.004627	0	0	7.67519	0.014214	0.000002	300.428389	0.038815	21136.39808	4184.371246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.67519	0.334722	NaN	-301.554041	0.039484	-900.908379	0	0.003562	0.000668	0.00004
7.682661	0.081422	0.012213	0.02591	0.003886	0.012867	0.00193	0.141535	5.986668	20.214582	7.5516	1.738285	73.526861	780.189038	314.074279	-12.265264	-11.265264	2.830531	1.484322	1.009828	0.309049	7.682661	0.007357	0.000736	7.682661	0.052853	0.005285	7421.160156	249.457489	37826.26563	7.682661	0.007541	0.000754	7.682661	0.048935	0.004893	0	0	7.682661	0.02882	0.000004	221.080211	0.038212	7671.143888	1755.588785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.682661	0.429109	NaN	-328.531305	0.039422	-765.613345	0	0.003559	0.000668	0.00004
7.690133	0.077495	0.011624	0.024473	0.003671	0.013615	0.002042	-13.301227	5.989404	0.343394	7.333239	-171.638936	-81.462647	14.031703	299.656613	NaN	NaN	2.849407	1.49422	0.845996	0.25891	7.690133	0.007414	0.000741	7.690133	0.054614	0.005461	7428.631348	249.412842	37786.10938	7.690133	0.007554	0.000755	7.690133	0.049252	0.004925	0	0	7.690133	0.055483	0.000008	139.473505	0.03825	2513.795222	785.786112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.690133	0.248612	NaN	-260.332557	0.038661	-1047.145031	0	0.003556	0.000667	0.00004
7.697604	0.061757	0.009264	0.02956	0.004434	0.013535	0.00203	-16.258402	5.990987	18.881986	7.599333	-263.262939	-104.738166	638.758457	274.352416	NaN	NaN	1.821329	0.9551	1.126966	0.344899	7.697604	0.007385	0.000739	7.697604	0.054051	0.005405	7436.103027	249.368195	37745.94922	7.697604	0.007556	0.000756	7.697604	0.048882	0.004888	0	0	7.697604	0.058727	0.000009	31.859386	0.038543	542.501378	661.337251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.697604	0.361345	NaN	-192.137158	0.039391	-531.727597	0	0.003553	0.000667	0.00004
7.705075	0.066861	0.010029	0.026411	0.003962	0.013703	0.002056	-14.179559	5.989043	10.839312	7.64223	-212.07387	-95.054947	410.416036	295.839099	NaN	NaN	2.296167	1.204103	0.946583	0.289694	7.705075	0.007342	0.000734	7.705075	0.053301	0.00533	7443.574219	249.323547	37705.79297	7.705075	0.007585	0.000758	7.705075	0.049513	0.004951	0	0	7.705075	0.049011	0.000007	48.620983	0.038462	992.042313	798.755108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.705075	0.403218	NaN	-31.409988	0.039167	-77.898184	0	0.00355	0.000666	0.00004
7.712547	0.068267	0.01024	0.024986	0.003748	0.01329	0.001994	-44.087669	6.003874	12.640522	7.617538	-645.815038	-130.839455	505.89678	314.170044	NaN	NaN	2.484618	1.302926	0.910784	0.278738	7.712547	0.007332	0.000733	7.712547	0.053556	0.005356	7451.045898	249.2789	37665.63672	7.712547	0.007573	0.000757	7.712547	0.048313	0.004831	0	0	7.712547	0.084025	0.000013	2.313065	0.038187	27.528364	454.496746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.712547	0.407472	NaN	34.134314	0.039708	83.770951	0	0.003547	0.000665	0.00004
7.720018	0.078738	0.011811	0.026338	0.003951	0.013797	0.00207	-43.944284	5.99691	27.471936	7.638277	-558.104229	-113.176912	1043.060013	329.524163	NaN	NaN	2.707185	1.419639	0.932783	0.285471	7.720018	0.007375	0.000738	7.720018	0.055437	0.005544	7458.51709	249.234253	37625.47656	7.720018	0.007536	0.000754	7.720018	0.046196	0.00462	0	0	7.720018	0.062623	0.000009	17.499123	0.038115	279.43461	610.088443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.720018	0.298015	NaN	4.491791	0.039742	15.072349	0	0.003543	0.000665	0.00004
7.72749	0.08811	0.013217	0.028844	0.004327	0.013991	0.002099	-44.582039	5.987243	26.220723	7.6249	-505.981101	-101.871649	909.064563	297.449928	NaN	NaN	2.760511	1.447604	1.043766	0.319436	7.72749	0.007422	0.000742	7.72749	0.057488	0.005749	7465.98877	249.189606	37585.32031	7.72749	0.007509	0.000751	7.72749	0.044489	0.004449	0	0	7.72749	0.054286	0.000008	159.676986	0.037643	2941.422851	821.895704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.72749	0.245151	NaN	8.943479	0.039711	36.481461	0	0.00354	0.000664	0.00004
7.734961	0.083777	0.012567	0.028189	0.004228	0.01319	0.001979	-38.41592	6.010198	43.02395	7.426577	-458.549544	-99.386659	1526.243487	349.025955	NaN	NaN	2.692564	1.411972	1.095685	0.335325	7.734961	0.007346	0.000735	7.734961	0.056145	0.005615	7473.460449	249.144958	37545.16016	7.734961	0.007535	0.000754	7.734961	0.044954	0.004495	0	0	7.734961	0.06127	0.000009	237.193656	0.037881	3871.257332	848.203909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.734961	0.279062	NaN	-65.802405	0.039438	-235.798469	0	0.003537	0.000664	0.00004
7.742433	0.077036	0.011555	0.027084	0.004063	0.013102	0.001965	-27.917881	6.020039	52.101094	7.433429	-362.402739	-95.193995	1923.665845	398.229678	NaN	NaN	2.584047	1.355066	1.047682	0.320634	7.742433	0.007251	0.000725	7.742433	0.054372	0.005437	7480.931641	249.100311	37505.00391	7.742433	0.007543	0.000754	7.742433	0.044527	0.004453	0	0	7.742433	0.067641	0.00001	187.325097	0.037683	2769.385139	694.929584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.742433	0.194229	NaN	31.619669	0.038509	162.795817	0	0.003534	0.000663	0.00004
