Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol h?e	vol.depol 532	error vol.depol 	partdepolh?e	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
2.915869	0.329135	0.04937	0.175121	0.026268	0.071489	0.010723	-12.834519	4.478461	-8.255777	6.924426	-38.994727	-14.810722	-47.14333	-40.168213	1.090722	2.090722	1.55983	0.81797	1.292559	0.395577	2.915869	0.018213	0.001821	2.915869	0.104191	0.010419	2654.368408	281.089111	70919.57031	2.915869	0.008744	0.000874	2.915869	0.054033	0.005403	0	0	2.915869	0.111506	0.000017	224.409651	0.055319	2012.526976	580.734627	0	0	0	0	0	0	0	0	0	0	0	9.895911	0	0	2.915869	0.188928	NaN	-45.929513	0.030955	-243.105365	0	0.005922	0.001111	0.000067
2.923341	0.327461	0.049119	0.172079	0.025812	0.070092	0.010514	-18.134179	4.503997	-7.419451	6.905928	-55.378131	-16.068055	-43.116486	-40.650056	2.209238	3.209238	1.59054	0.834074	1.295745	0.396552	2.923341	0.017941	0.001794	2.923341	0.102969	0.010297	2661.839844	281.02356	70828.57031	2.923341	0.008675	0.000867	2.923341	0.052921	0.005292	0	0	2.923341	0.103539	0.000016	189.883438	0.055531	1833.937019	602.766387	0	0	0	0	0	0	0	0	0	0	0	8.273528	0	0	2.923341	0.181848	NaN	-67.535678	0.031235	-371.38478	0	0.005916	0.00111	0.000067
2.930812	0.322835	0.048425	0.169472	0.025421	0.068777	0.010317	-20.39124	4.501927	-8.37431	6.908677	-63.163068	-16.859063	-49.414032	-41.434183	2.199951	3.199951	1.593104	0.835419	1.301053	0.398177	2.930812	0.017642	0.001764	2.930812	0.101468	0.010147	2669.311279	280.958008	70737.57031	2.930812	0.008606	0.000861	2.930812	0.051829	0.005183	0	0	2.930812	0.098503	0.000015	171.590702	0.055732	1741.986648	623.212744	0	0	0	0	0	0	0	0	0	0	0	8.205546	0	0	2.930812	0.182678	NaN	-52.641984	0.03121	-288.167962	0	0.00591	0.001109	0.000067
2.938284	0.311853	0.046778	0.168658	0.025299	0.067428	0.010114	-21.086349	4.492042	-12.385769	6.83377	-67.616384	-17.616908	-73.437132	-41.989162	1.315313	2.315313	1.519451	0.796796	1.32268	0.404795	2.938284	0.017328	0.001733	2.938284	0.099817	0.009982	2676.782715	280.892456	70646.57031	2.938284	0.008535	0.000853	2.938284	0.050674	0.005067	0	0	2.938284	0.094339	0.000014	190.997111	0.054989	2024.590265	657.252409	0	0	0	0	0	0	0	0	0	0	0	8.547557	0	0	2.938284	0.208063	NaN	-40.124504	0.031338	-192.847871	0	0.005903	0.001108	0.000067
2.945755	0.306685	0.046003	0.164993	0.024749	0.066504	0.009976	-18.590228	4.462509	-4.048224	6.67161	-60.616626	-17.158047	-24.535747	-40.602878	3.768259	4.768259	1.53246	0.803617	1.310896	0.401189	2.945755	0.017046	0.001705	2.945755	0.098436	0.009844	2684.25415	280.826935	70555.57031	2.945755	0.00847	0.000847	2.945755	0.049628	0.004963	0	0	2.945755	0.089484	0.000013	186.97941	0.054921	2089.537334	689.155253	0	0	0	0	0	0	0	0	0	0	0	8.829852	0	0	2.945755	0.156315	NaN	-40.155744	0.031259	-256.889676	0	0.005897	0.001106	0.000067
2.953227	0.306236	0.045935	0.160776	0.024116	0.065114	0.009767	-18.802632	4.452076	-4.401531	6.657154	-61.399124	-17.209779	-27.376758	-41.609478	3.589499	4.589499	1.592836	0.835279	1.304011	0.399082	2.953227	0.016726	0.001673	2.953227	0.096695	0.009669	2691.725586	280.761383	70464.57813	2.953227	0.008396	0.00084	2.953227	0.048387	0.004839	0	0	2.953227	0.087899	0.000013	153.715579	0.055408	1748.783209	682.760829	0	0	0	0	0	0	0	0	0	0	0	9.497301	0	0	2.953227	0.125345	NaN	-41.138061	0.031183	-328.198022	0	0.005891	0.001105	0.000067
2.960698	0.308188	0.046228	0.157747	0.023662	0.06325	0.009487	-20.949801	4.378932	0.566716	6.62043	-67.977401	-17.488758	3.592562	41.972125	NaN	NaN	1.655561	0.868171	1.318476	0.403509	2.960698	0.016397	0.00164	2.960698	0.09486	0.009486	2699.197266	280.695831	70373.57031	2.960698	0.008312	0.000831	2.960698	0.04692	0.004692	0	0	2.960698	0.092457	0.000014	155.530133	0.055296	1682.180902	649.121824	0	0	0	0	0	0	0	0	0	0	0	9.317305	0	0	2.960698	0.135773	NaN	-10.81323	0.031118	-79.641794	0	0.005885	0.001104	0.000067
2.96817	0.302141	0.045321	0.154153	0.023123	0.061812	0.009272	-21.676163	4.358607	1.96783	6.585945	-71.741898	-17.997424	12.765456	42.766395	NaN	NaN	1.663552	0.872362	1.318412	0.403489	2.96817	0.016106	0.001611	2.96817	0.093326	0.009333	2706.668701	280.63028	70282.57813	2.96817	0.008266	0.000827	2.96817	0.046306	0.004631	0	0	2.96817	0.091837	0.000014	85.344268	0.054935	929.300428	614.201632	0	0	0	0	0	0	0	0	0	0	0	9.241546	0	0	2.96817	0.123546	NaN	-25.849842	0.031235	-209.232812	0	0.005878	0.001103	0.000067
2.975641	0.294009	0.044101	0.152086	0.022813	0.060264	0.00904	-24.171717	4.346976	1.916708	6.568762	-82.214254	-19.253141	12.602822	43.232568	NaN	NaN	1.62948	0.854494	1.335519	0.408725	2.975641	0.015766	0.001577	2.975641	0.091344	0.009134	2714.140137	280.564728	70191.57813	2.975641	0.008242	0.000824	2.975641	0.046152	0.004615	0	0	2.975641	0.080079	0.000012	108.947518	0.054303	1360.496876	708.159729	0	0	0	0	0	0	0	0	0	0	0	9.459592	0	0	2.975641	0.072234	NaN	13.402028	0.031543	185.535277	0	0.005872	0.001102	0.000067
2.983113	0.288829	0.043324	0.151155	0.022673	0.059775	0.008966	-20.586411	4.4192	5.58765	6.612369	-71.275358	-18.665633	36.966283	44.095548	NaN	NaN	1.600709	0.839407	1.338416	0.409611	2.983113	0.015419	0.001542	2.983113	0.089254	0.008925	2721.611572	280.499207	70100.57813	2.983113	0.008159	0.000816	2.983113	0.044583	0.004458	0	0	2.983113	0.062849	0.000009	84.83353	0.054504	1349.802712	890.542979	0	0	0	0	0	0	0	0	0	0	0	10.609104	0	0	2.983113	0.086671	NaN	21.183223	0.031538	244.41058	0	0.005866	0.001101	0.000067
2.990584	0.280376	0.042056	0.148489	0.022273	0.058172	0.008726	-22.059785	4.424428	9.372627	6.655463	-78.679151	-19.70539	63.120021	45.810352	NaN	NaN	1.571279	0.823974	1.351959	0.413756	2.990584	0.015093	0.001509	2.990584	0.087283	0.008728	2729.083008	280.433655	70009.57813	2.990584	0.008112	0.000811	2.990584	0.043877	0.004388	0	0	2.990584	0.07214	0.000011	72.461516	0.053868	1004.462658	761.768774	0	0	0	0	0	0	0	0	0	0	0	11.274518	0	0	2.990584	0.098315	NaN	82.667783	0.031243	840.848569	0	0.00586	0.001099	0.000067
2.998056	0.264842	0.039726	0.143931	0.02159	0.056357	0.008454	-19.072292	4.362222	11.661553	6.618273	-72.013719	-19.697171	81.021643	47.561124	NaN	NaN	1.507442	0.790498	1.352704	0.413984	2.998056	0.014833	0.001483	2.998056	0.085867	0.008587	2736.554443	280.368103	69918.57813	2.998056	0.008079	0.000808	2.998056	0.043496	0.00435	0	0	2.998056	0.065207	0.00001	75.67579	0.0537	1160.549052	841.736833	0	0	0	0	0	0	0	0	0	0	0	11.256333	0	0	2.998056	0.046435	NaN	112.914232	0.030919	2431.646854	0	0.005853	0.001098	0.000066
3.005527	0.260466	0.03907	0.142127	0.021319	0.055153	0.008273	-19.351081	4.352587	15.483327	6.653948	-74.294013	-20.085824	108.940422	49.586975	NaN	NaN	1.497446	0.785256	1.365667	0.417951	3.005527	0.014493	0.001449	3.005527	0.083639	0.008364	2744.025879	280.302551	69827.57813	3.005527	0.008027	0.000803	3.005527	0.042628	0.004263	0	0	3.005527	0.058285	0.000009	61.874137	0.053723	1061.58707	935.391407	0	0	0	0	0	0	0	0	0	0	0	12.178695	0	0	3.005527	0.080076	NaN	120.128315	0.030927	1500.188035	0	0.005847	0.001097	0.000066
3.012998	0.255836	0.038375	0.139159	0.020874	0.054442	0.008166	-19.832181	4.328442	12.6092	6.709553	-77.519167	-20.529349	90.609898	50.094006	NaN	NaN	1.505263	0.789355	1.353956	0.414367	3.012998	0.014184	0.001418	3.012998	0.081634	0.008163	2751.497314	280.237	69736.57813	3.012998	0.007996	0.0008	3.012998	0.04226	0.004226	0	0	3.012998	0.071625	0.000011	62.764873	0.053618	876.298182	760.039396	0	0	0	0	0	0	0	0	0	0	0	9.837516	0	0	3.012998	0.121517	NaN	161.869895	0.032148	1332.073359	0	0.005841	0.001096	0.000066
3.02047	0.251032	0.037655	0.138073	0.020711	0.053126	0.007969	-16.112603	4.399434	9.384478	6.679536	-64.185381	-19.995832	67.967693	49.439588	NaN	NaN	1.477784	0.774946	1.377924	0.421703	3.02047	0.013918	0.001392	3.02047	0.079988	0.007999	2758.96875	280.171478	69645.58594	3.02047	0.007953	0.000795	3.02047	0.041587	0.004159	0	0	3.02047	0.063447	0.00001	38.944131	0.053641	613.806231	850.439983	0	0	0	0	0	0	0	0	0	0	0	10.129416	0	0	3.02047	0.121887	NaN	139.547651	0.032133	1144.894642	0	0.005835	0.001095	0.000066
3.027941	0.24234	0.036351	0.135602	0.02034	0.051201	0.00768	-18.328048	4.387173	15.337473	6.566781	-75.629633	-21.364225	113.106849	51.312973	NaN	NaN	1.435306	0.75267	1.405142	0.430032	3.027941	0.013651	0.001365	3.027941	0.078299	0.00783	2766.440186	280.105927	69554.58594	3.027941	0.007897	0.00079	3.027941	0.040574	0.004057	0	0	3.027941	0.059081	0.000009	27.49636	0.053406	465.397237	906.628553	0	0	0	0	0	0	0	0	0	0	0	6.607994	0	0	3.027941	0.158357	NaN	148.934185	0.0319	940.497463	0	0.005828	0.001093	0.000066
3.035413	0.240891	0.036134	0.131417	0.019713	0.050117	0.007518	-13.187644	4.396616	16.881675	6.533277	-54.745381	-20.013779	128.458804	53.317698	NaN	NaN	1.497969	0.78553	1.390769	0.425634	3.035413	0.013431	0.001343	3.035413	0.077009	0.007701	2773.911865	280.040375	69463.58594	3.035413	0.007821	0.000782	3.035413	0.039015	0.003901	0	0	3.035413	0.060837	0.000009	95.59309	0.052637	1571.310063	896.75425	0	0	0	0	0	0	0	0	0	0	0	5.180219	0	0	3.035413	0.18468	NaN	125.457631	0.032453	679.324755	0	0.005822	0.001092	0.000066
3.042884	0.237378	0.035607	0.129381	0.019407	0.04849	0.007273	-9.408693	4.315618	20.843948	6.476093	-39.635872	-19.127795	161.105041	55.582609	NaN	NaN	1.500257	0.78673	1.415872	0.433316	3.042884	0.013176	0.001318	3.042884	0.075345	0.007535	2781.383301	279.974823	69372.58594	3.042884	0.007776	0.000778	3.042884	0.038234	0.003823	0	0	3.042884	0.059453	0.000009	203.449746	0.055915	3422.040566	1071.448163	0	0	0	0	0	0	0	0	0	0	0	6.882152	0	0	3.042884	0.188831	NaN	106.938402	0.032484	566.316762	0	0.005816	0.001091	0.000066
3.050356	0.236725	0.035509	0.127863	0.019179	0.047688	0.007153	-9.176648	4.305344	21.878819	6.460163	-38.765049	-19.094055	171.111033	56.66966	NaN	NaN	1.522614	0.798454	1.42291	0.43547	3.050356	0.01292	0.001292	3.050356	0.073618	0.007362	2788.854736	279.909271	69281.58594	3.050356	0.007705	0.00077	3.050356	0.036821	0.003682	0	0	3.050356	0.06065	0.000009	187.115989	0.055557	3085.191445	1026.296324	0	0	0	0	0	0	0	0	0	0	0	6.593725	0	0	3.050356	0.163642	NaN	88.516807	0.032776	540.916192	0	0.00581	0.00109	0.000066
3.057827	0.24005	0.036007	0.124639	0.018696	0.04647	0.00697	-5.504818	4.468554	14.362337	6.501295	-22.931993	-18.930267	115.231648	54.950343	NaN	NaN	1.620233	0.849645	1.423389	0.435616	3.057827	0.012758	0.001276	3.057827	0.072748	0.007275	2796.326172	279.84375	69190.58594	3.057827	0.00768	0.000768	3.057827	0.036584	0.003658	0	0	3.057827	0.050082	0.000008	132.314552	0.05705	2641.979892	1206.101231	0	0	0	0	0	0	0	0	0	0	0	1.399156	0	0	3.057827	0.217317	NaN	88.971576	0.032708	409.409794	0	0.005803	0.001089	0.000066
3.065299	0.232779	0.034917	0.123539	0.018531	0.045172	0.006776	-5.535487	4.45822	7.039968	6.413773	-23.77999	-19.481478	56.985776	52.615944	NaN	NaN	1.566113	0.821265	1.451457	0.444206	3.065299	0.012538	0.001254	3.065299	0.071254	0.007125	2803.797607	279.778198	69099.58594	3.065299	0.00767	0.000767	3.065299	0.036736	0.003674	0	0	3.065299	0.049169	0.000007	109.406978	0.057	2225.13993	1206.367983	0	0	0	0	0	0	0	0	0	0	0	-6.396867	0	0	3.065299	0.248209	NaN	96.058174	0.032747	387.004552	0	0.005797	0.001088	0.000066
3.07277	0.224826	0.033724	0.120922	0.018138	0.043801	0.00657	-6.499378	4.437941	7.982563	6.383887	-28.908455	-20.210107	66.014084	53.713984	NaN	NaN	1.533106	0.803956	1.465027	0.448359	3.07277	0.012367	0.001237	3.07277	0.070237	0.007024	2811.269043	279.712646	69008.58594	3.07277	0.007665	0.000767	3.07277	0.037008	0.003701	0	0	3.07277	0.058575	0.000009	73.194672	0.056343	1249.585607	979.990163	0	0	0	0	0	0	0	0	0	0	0	-7.012039	0	0	3.07277	0.229686	NaN	109.002219	0.032315	474.571412	0	0.005791	0.001086	0.000066
3.080242	0.222101	0.033315	0.117175	0.017576	0.043099	0.006465	-4.024833	4.387433	16.127101	6.402061	-18.121663	-19.940401	137.632242	58.406914	NaN	NaN	1.580763	0.828947	1.442937	0.441599	3.080242	0.012192	0.001219	3.080242	0.069165	0.006916	2818.740479	279.647095	68917.59375	3.080242	0.007624	0.000762	3.080242	0.036282	0.003628	0	0	3.080242	0.074055	0.000011	136.639202	0.059326	1845.113548	847.566343	0	0	0	0	0	0	0	0	0	0	0	-155.378876	0	0	3.080242	0.238998	NaN	142.135145	0.032615	594.713777	0	0.005784	0.001085	0.000066
3.087713	0.219749	0.032962	0.115838	0.017376	0.04178	0.006267	-4.247585	4.377265	16.749445	6.388939	-19.329218	-20.129249	144.593361	59.265266	NaN	NaN	1.582824	0.830028	1.471236	0.45026	3.087713	0.011958	0.001196	3.087713	0.067446	0.006745	2826.211914	279.581543	68826.59375	3.087713	0.007544	0.000754	3.087713	0.034525	0.003452	0	0	3.087713	0.07828	0.000012	110.630056	0.059067	1413.259745	783.769918	0	0	0	0	0	0	0	0	0	0	0	-25.59341	0	0	3.087713	0.251154	NaN	147.547584	0.032525	587.479147	0	0.005778	0.001084	0.000066
3.095185	0.217359	0.032604	0.117026	0.017554	0.040366	0.006055	-3.731655	4.361773	14.400285	6.345496	-17.168185	-20.231727	123.05164	57.278265	NaN	NaN	1.530558	0.80262	1.535619	0.469964	3.095185	0.011711	0.001171	3.095185	0.065564	0.006556	2833.68335	279.516022	68735.59375	3.095185	0.00752	0.000752	3.095185	0.034249	0.003425	0	0	3.095185	0.088409	0.000013	205.743262	0.057358	2327.178371	736.734116	0	0	0	0	0	0	0	0	0	0	0	-26.204931	0	0	3.095185	0.300444	NaN	125.049455	0.032703	416.215324	0	0.005772	0.001083	0.000066
3.102656	0.21368	0.032052	0.116012	0.017402	0.039094	0.005864	-0.883542	4.372107	14.434961	6.330494	-4.134889	-20.470434	124.425981	57.670958	NaN	NaN	1.509868	0.79177	1.569261	0.48026	3.102656	0.011483	0.001148	3.102656	0.063853	0.006385	2841.154785	279.45047	68644.59375	3.102656	0.007492	0.000749	3.102656	0.033882	0.003388	0	0	3.102656	0.090983	0.000014	254.722012	0.057368	2799.654101	757.575831	0	0	0	0	0	0	0	0	0	0	0	-18.108704	0	0	3.102656	0.29168	NaN	108.175312	0.032802	370.869912	0	0.005766	0.001082	0.000065
3.110127	0.208199	0.03123	0.112324	0.016849	0.038536	0.00578	-1.880553	4.360514	11.707559	6.368031	-9.032484	-20.987763	104.230297	58.809729	NaN	NaN	1.525507	0.799971	1.543386	0.472341	3.110127	0.011335	0.001134	3.110127	0.062923	0.006292	2848.626465	279.384918	68553.59375	3.110127	0.007445	0.000745	3.110127	0.03297	0.003297	0	0	3.110127	0.097035	0.000015	224.896276	0.057237	2317.673111	684.686474	0	0	0	0	0	0	0	0	0	0	0	-36.589588	0	0	3.110127	0.343375	NaN	111.200981	0.03267	323.846877	0	0.005759	0.001081	0.000065
3.117599	0.195734	0.02936	0.110184	0.016528	0.037883	0.005682	-0.218274	4.348551	9.983348	6.358089	-1.115156	-22.217218	90.605841	59.282998	NaN	NaN	1.420438	0.744873	1.540303	0.471397	3.117599	0.011161	0.001116	3.117599	0.061674	0.006167	2856.0979	279.319366	68462.59375	3.117599	0.007416	0.000742	3.117599	0.032516	0.003252	0	0	3.117599	0.093551	0.000014	152.527248	0.058037	1630.40956	666.83803	0	0	0	0	0	0	0	0	0	0	0	-108.293175	0	0	3.117599	0.372479	NaN	87.956271	0.032591	236.137235	0	0.005753	0.001079	0.000065
3.12507	0.18713	0.028069	0.106699	0.016005	0.036599	0.00549	-3.19109	4.484183	12.138619	6.257521	-17.052804	-24.099077	113.764649	61.078541	NaN	NaN	1.388757	0.72826	1.543667	0.472427	3.12507	0.010998	0.0011	3.12507	0.06053	0.006053	2863.569336	279.253815	68371.59375	3.12507	0.007356	0.000736	3.12507	0.031116	0.003112	0	0	3.12507	0.09576	0.000014	67.064439	0.058774	700.342341	622.691219	0	0	0	0	0	0	0	0	0	0	0	-19.063551	0	0	3.12507	0.341731	NaN	53.519951	0.033788	156.614251	0	0.005747	0.001078	0.000065
3.132542	0.184728	0.027709	0.107968	0.016195	0.035686	0.005353	-0.703132	4.506391	5.292875	6.203662	-3.806308	-24.401417	49.022745	57.9271	NaN	NaN	1.327609	0.696194	1.597164	0.488799	3.132542	0.010774	0.001077	3.132542	0.058717	0.005872	2871.040771	279.188293	68280.59375	3.132542	0.007343	0.000734	3.132542	0.031114	0.003111	0	0	3.132542	0.083672	0.000013	70.392214	0.058599	841.282643	711.620338	0	0	0	0	0	0	0	0	0	0	0	-31.067638	0	0	3.132542	0.376774	NaN	2.636635	0.034127	6.99792	0	0.00574	0.001077	0.000065
3.140013	0.179959	0.026994	0.10579	0.015869	0.034871	0.005231	-0.681554	4.496161	-1.57907	6.242017	-3.787285	-24.990879	-14.926452	-59.046295	-2.077038	-1.077038	1.313317	0.688699	1.601104	0.490005	3.140013	0.010631	0.001063	3.140013	0.057692	0.005769	2878.512207	279.122742	68189.59375	3.140013	0.007321	0.000732	3.140013	0.030803	0.00308	0	0	3.140013	0.066306	0.00001	69.803807	0.058485	1052.756127	896.074059	0	0	0	0	0	0	0	0	0	0	0	-65.232117	0	0	3.140013	0.421745	NaN	-4.338386	0.033951	-10.286762	0	0.005734	0.001076	0.000065
3.147485	0.180736	0.02711	0.104444	0.015667	0.033453	0.005018	2.439815	4.473759	-1.228206	6.233507	13.499325	24.835683	-11.75945	-59.708723	NaN	NaN	1.355624	0.710885	1.642542	0.502686	3.147485	0.010511	0.001051	3.147485	0.056881	0.005688	2885.983643	279.05719	68098.60156	3.147485	0.007274	0.000727	3.147485	0.029699	0.00297	0	0	3.147485	0.067116	0.00001	98.450242	0.058825	1466.87608	903.67283	0	0	0	0	0	0	0	0	0	0	0	-305.559143	0	0	3.147485	0.392748	NaN	-4.587203	0.03388	-11.679763	0	0.005728	0.001075	0.000065
3.154956	0.17476	0.026214	0.103633	0.015545	0.033095	0.004964	8.834282	4.320958	2.339891	6.200954	50.550798	25.861616	22.578575	59.931336	3.284181	4.284181	1.29178	0.677405	1.64679	0.503987	3.154956	0.010343	0.001034	3.154956	0.055517	0.005552	2893.455078	278.991638	68007.60156	3.154956	0.007227	0.000723	3.154956	0.0286	0.00286	0	0	3.154956	0.054192	0.000008	90.058438	0.05882	1661.839582	1113.653711	0	0	0	0	0	0	0	0	0	0	0	-432.509247	0	0	3.154956	0.380055	NaN	4.23684	0.03396	11.147976	0	0.005721	0.001073	0.000065
3.162428	0.167132	0.02507	0.103993	0.015599	0.032808	0.004921	3.042125	4.285173	0.22723	6.159777	18.201914	25.784392	2.185042	59.233312	6.413312	7.413312	1.172874	0.615052	1.664376	0.509369	3.162428	0.010215	0.001021	3.162428	0.054585	0.005458	2900.926514	278.926086	67916.60156	3.162428	0.007184	0.000718	3.162428	0.027584	0.002758	0	0	3.162428	0.060579	0.000009	86.580792	0.058628	1429.223977	991.25232	0	0	0	0	0	0	0	0	0	0	0	-58.102646	0	0	3.162428	0.36448	NaN	-11.092158	0.033686	-30.432837	0	0.005715	0.001072	0.000065
3.169899	0.163194	0.024479	0.103438	0.015516	0.032305	0.004846	5.959791	4.260859	1.623104	6.154205	36.519674	26.677643	15.691637	59.543362	3.215358	4.215358	1.127176	0.591088	1.678939	0.513826	3.169899	0.010037	0.001004	3.169899	0.053095	0.00531	2908.397949	278.860565	67825.60156	3.169899	0.007148	0.000715	3.169899	0.026782	0.002678	0	0	3.169899	0.075856	0.000011	84.918973	0.058442	1119.480848	788.525811	0	0	0	0	0	0	0	0	0	0	0	-52.715332	0	0	3.169899	0.381509	NaN	-42.115033	0.033724	-110.390639	0	0.005709	0.001071	0.000065
3.177371	0.164597	0.02469	0.10177	0.015265	0.031684	0.004753	4.673889	4.272558	-0.234034	6.1833	28.395927	26.304808	-2.299637	-60.758707	NaN	NaN	1.188523	0.623258	1.683493	0.515219	3.177371	0.009889	0.000989	3.177371	0.051922	0.005192	2915.869385	278.795013	67734.60156	3.177371	0.007118	0.000712	3.177371	0.026142	0.002614	0	0	3.177371	0.076707	0.000012	115.814779	0.058197	1509.83427	791.772567	0	0	0	0	0	0	0	0	0	0	0	-65.932991	0	0	3.177371	0.394845	NaN	-13.249458	0.03406	-33.556121	0	0.005703	0.00107	0.000065
3.184842	0.163154	0.024473	0.10054	0.015081	0.031718	0.004758	6.235725	4.267431	0.041314	6.166512	38.219818	26.776732	0.410918	61.334117	12.401828	13.401828	1.196817	0.627607	1.664382	0.509371	3.184842	0.009743	0.000974	3.184842	0.050738	0.005074	2923.341064	278.73764	67658.46875	3.184842	0.007076	0.000708	3.184842	0.025086	0.002509	0	0	3.184842	0.078947	0.000012	188.173196	0.06031	2383.543776	843.461376	0	0	0	0	0	0	0	0	0	0	0	-181.015884	0	0	3.184842	0.342319	NaN	-32.028055	0.034012	-93.561884	0	0.005697	0.001069	0.000065
3.192314	0.153308	0.022996	0.102299	0.015345	0.030895	0.004634	6.885853	4.257755	4.490293	6.165569	44.915068	28.578009	43.893965	60.628852	1.056919	2.056919	1.000071	0.524434	1.727331	0.528635	3.192314	0.009584	0.000958	3.192314	0.049382	0.004938	2930.8125	278.689606	67599.375	3.192314	0.007097	0.00071	3.192314	0.026084	0.002608	0	0	3.192314	0.079828	0.000012	150.327276	0.060161	1883.143026	804.829042	0	0	0	0	0	0	0	0	0	0	0	-147.800354	0	0	3.192314	0.301047	NaN	-35.252678	0.033892	-117.100292	0	0.005693	0.001068	0.000065
3.199785	0.156808	0.023521	0.100681	0.015102	0.030726	0.004609	8.702009	4.281605	0.43685	6.197103	55.494607	28.545406	4.338954	61.555372	7.395624	8.395624	1.095276	0.574359	1.71226	0.524023	3.199785	0.009447	0.000945	3.199785	0.04822	0.004822	2938.283936	278.641602	67540.28906	3.199785	0.00705	0.000705	3.199785	0.024833	0.002483	0	0	3.199785	0.067246	0.00001	150.819561	0.060007	2242.796691	953.664379	0	0	0	0	0	0	0	0	0	0	0	-2120.679687	0	0	3.199785	0.258573	NaN	-4.20594	0.03294	-16.265945	0	0.005689	0.001067	0.000065
3.207256	0.155243	0.023286	0.098961	0.014844	0.030573	0.004586	2.630199	4.232165	-5.557181	6.305465	16.942467	27.379757	-56.155144	-64.270895	NaN	NaN	1.113065	0.583688	1.694618	0.518624	3.207256	0.009339	0.000934	3.207256	0.047387	0.004739	2945.755371	278.593597	67481.19531	3.207256	0.007036	0.000704	3.207256	0.024624	0.002462	0	0	3.207256	0.068939	0.00001	130.085151	0.05979	1886.973309	912.314359	0	0	0	0	0	0	0	0	0	0	0	-69.566429	0	0	3.207256	0.269515	NaN	-3.949935	0.032859	-14.655721	0	0.005685	0.001067	0.000065
3.214728	0.145982	0.021897	0.097861	0.014679	0.030669	0.0046	4.671098	4.225806	-10.165871	6.184558	31.997813	29.3427	-103.881113	-65.090255	NaN	NaN	0.988658	0.518449	1.67395	0.512299	3.214728	0.009246	0.000925	3.214728	0.046704	0.00467	2953.226807	278.545593	67422.10156	3.214728	0.007019	0.000702	3.214728	0.024334	0.002433	0	0	3.214728	0.088355	0.000013	73.963898	0.058504	837.125478	673.950649	0	0	0	0	0	0	0	0	0	0	0	-137.922913	0	0	3.214728	0.281122	NaN	-14.979124	0.032603	-53.283405	0	0.005681	0.001066	0.000065
3.222199	0.135392	0.020309	0.096927	0.014539	0.030505	0.004576	3.726803	4.214712	-13.820116	6.250447	27.525959	31.402252	-142.582264	-67.940058	NaN	NaN	0.82619	0.433252	1.667839	0.510428	3.222199	0.009138	0.000914	3.222199	0.045789	0.004579	2960.698242	278.497559	67363.01563	3.222199	0.007023	0.000702	3.222199	0.024777	0.002478	0	0	3.222199	0.09109	0.000014	121.33931	0.059194	1332.085474	679.871986	0	0	0	0	0	0	0	0	0	0	0	-176.262985	0	0	3.222199	0.261663	NaN	17.605365	0.031639	67.282527	0	0.005677	0.001065	0.000064
3.229671	0.136662	0.020499	0.095951	0.014393	0.030142	0.004521	5.482442	4.242249	-11.821778	6.194962	40.116828	31.6198	-123.206481	-67.156805	NaN	NaN	0.87429	0.458475	1.670533	0.511253	3.229671	0.009056	0.000906	3.229671	0.045159	0.004516	2968.169678	278.449554	67303.92188	3.229671	0.007011	0.000701	3.229671	0.024625	0.002463	0	0	3.229671	0.094441	0.000014	95.887924	0.059446	1015.323643	647.619713	0	0	0	0	0	0	0	0	0	0	0	-223.213623	0	0	3.229671	0.222217	NaN	41.434042	0.031647	186.45752	0	0.005673	0.001064	0.000064
